,"(('gas', 'gas_boiler'), 'flow')","(('gas_boiler', 'heat_generation'), 'flow')","(('chp', 'electricity'), 'flow')","(('chp', 'electricity'), 'status')","(('chp', 'heat_generation'), 'flow')","(('gas', 'chp'), 'flow')","(('electricity', 'heatpump_air'), 'flow')","(('heatpump_air', 'heat_generation'), 'flow')","(('heatpump_air', 'heat_generation'), 'status')","(('electricity', 'electrolysis'), 'flow')","(('electrolysis', 'h2'), 'flow')","(('electrolysis', 'heat_generation'), 'flow')","(('heat_generation', 'thermal_storage'), 'flow')","(('thermal_storage', 'None'), 'storage_content')","(('thermal_storage', 'storage_out'), 'flow')"
2018-01-01 16:00:00,0.0,0.0,675.097047,1.0,977.1141469736843,1776.5711763157894,127.58293746840488,256.7796880029423,1.0,0.0,-0.0,-0.0,1233.8938349766286,11577.037973766332,1595.08985425
2018-01-01 17:00:00,0.0,0.0,675.0970469999975,1.0,977.1141469736807,1776.5711763157828,127.30461597667087,253.4370758474781,1.0,0.0,-0.0,-0.0,1230.5512228211592,11166.813411950365,1634.8834084999999
2018-01-01 18:00:00,0.0,0.0,675.0970469999997,1.0,977.114146973684,1776.571176315789,127.23560979210825,252.61391357930074,1.0,0.0,-0.0,-0.0,1229.7280605529832,10772.199453144784,1618.4956164999999
2018-01-01 19:00:00,0.0,0.0,675.0970469999986,1.0,977.1141469736824,1776.571176315786,127.45233635545627,255.21011051438188,1.0,0.0,-0.0,-0.0,1232.3242574880642,10404.613967094945,1594.1075645
2018-01-01 20:00:00,0.0,0.0,675.0970469999979,1.0,977.1141469736814,1776.5711763157842,127.52683474276441,256.107262654616,1.0,0.0,-0.0,-0.0,1233.221409628297,10022.477777713806,1609.5966147499998
2018-01-01 21:00:00,0.0,0.0,675.0970470000001,1.0,977.1141469736846,1776.57117631579,127.49701335229354,255.74778611509456,1.0,0.0,-0.0,-0.0,1232.8619330887796,9539.76580524808,1709.85574675
2018-01-01 22:00:00,0.0,0.0,675.0970470000003,1.0,977.1141469736849,1776.5711763157904,127.43227192956945,254.96984369407974,1.0,0.0,-0.0,-0.0,1232.0839906677666,9101.629745200098,1664.5559887499999
2018-01-01 23:00:00,0.0,0.0,675.0970470000004,1.0,977.114146973685,1776.5711763157908,127.45233635545652,255.2101105143824,1.0,0.0,-0.0,-0.0,1232.3242574880687,8723.876060002574,1604.462982
2018-01-02 00:00:00,0.0,0.0,675.0970469999978,1.0,977.1141469736813,1776.5711763157838,127.51189551975703,255.92721552889932,1.0,0.0,-0.0,-0.0,1233.0413625025813,8249.035541633531,1702.3092545
2018-01-02 01:00:00,0.0,0.0,675.0970469999997,1.0,977.114146973684,1776.571176315789,127.50192629128259,255.80718407924817,1.0,0.0,-0.0,-0.0,1232.921331052934,7764.295011511024,1712.1424495
2018-01-02 02:00:00,0.0,0.0,675.0970469999991,1.0,977.1141469736831,1776.5711763157872,127.43805073061918,255.03618569973878,1.0,0.0,-0.0,-0.0,1232.1503326734228,7281.137668935312,1709.84258775
2018-01-02 03:00:00,0.0,0.0,675.097047,1.0,977.1141469736843,1776.5711763157894,127.20088451939245,252.20167757696387,1.0,0.0,-0.0,-0.0,1229.3158245506484,6789.156578237574,1715.8859745
2018-01-02 04:00:00,0.0,0.0,675.0970470000009,1.0,977.1141469736857,1776.571176315792,126.99507261446762,249.7648656260091,1.0,0.0,-0.0,-0.0,1226.8790125996948,6274.483646454433,1736.19613925
