,u_Boiler_scheudle,u_CHP_scheudle,u_HeatPump_scheudle,u_Electrolyzer_scheudle
2018-01-01 00:00:00,0.4378439896886184,0.5,0.670352825,0.0
2018-01-01 01:00:00,0.4523689865011183,0.5,0.67131689875,0.0
2018-01-01 02:00:00,0.4610534475636184,0.5,0.672923688,0.0
2018-01-01 03:00:00,0.46332998456361835,0.5,0.6738945620000001,0.0
2018-01-01 04:00:00,0.4592182852511184,0.5,0.67309822925,0.0
2018-01-01 05:00:00,0.4648081111886183,0.5,0.669074136,0.0
2018-01-01 06:00:00,0.5163303255636184,0.5,0.6681201335,0.0
2018-01-01 07:00:00,0.5589493079386184,0.5,0.6684448315,0.0
2018-01-01 08:00:00,0.5896517260636183,0.5,0.6730897579999999,0.0
2018-01-01 09:00:00,0.7034671636886185,0.4999999999999997,0.676490429,0.0
2018-01-01 10:00:00,0.8403089411063814,0.0,0.67714225825,0.0
2018-01-01 11:00:00,0.8203690854188814,0.0,0.6735777375,0.0
2018-01-01 12:00:00,0.7643043506688815,0.0,0.670352825,0.0
2018-01-01 13:00:00,0.7236984049813815,0.0,0.6698733167500001,0.0
2018-01-01 14:00:00,0.5517743285011184,0.4999999999999999,0.66764562225,0.0
2018-01-01 15:00:00,0.5496315708136182,0.5000000000000001,0.6638510925,0.0
2018-01-01 16:00:00,0.49054234543861824,0.5,0.6582528665,0.0
2018-01-01 17:00:00,0.5125813130636182,0.5,0.6496841045,0.0
2018-01-01 18:00:00,0.5049149596886182,0.5,0.647573934,0.0
2018-01-01 19:00:00,0.4910571006886184,0.5,0.654229266,0.0
2018-01-01 20:00:00,0.49822666506361823,0.5,0.656529109,0.0
2018-01-01 21:00:00,0.5485866099386183,0.5,0.6556075935000001,0.0
2018-01-01 22:00:00,0.5264352933761184,0.5,0.65361334375,0.0
2018-01-01 23:00:00,0.49623480943861836,0.5,0.654229266,0.0
2018-01-02 00:00:00,0.5446983723136184,0.5,0.6560675595000001,0.0
2018-01-02 01:00:00,0.5496918947511183,0.5,0.6557598597500001,0.0
2018-01-02 02:00:00,0.5490360760636184,0.5,0.653783411,0.0
2018-01-02 03:00:00,0.5538743296886183,0.5,0.64651717,0.0
2018-01-02 04:00:00,0.5655910995011184,0.5,0.64027042025,0.0
2018-01-02 05:00:00,0.5565434939386185,0.5,0.636458816,0.0
2018-01-02 06:00:00,0.6390688346886184,0.5,0.63719719,0.0
2018-01-02 07:00:00,0.6956630632511184,0.4999999999999999,0.64308257225,0.0
2018-01-02 08:00:00,0.7069487898136183,0.4999999999999999,0.648156304,0.0
2018-01-02 09:00:00,0.6927006875636184,0.5000000000000001,0.6531722685,0.0
2018-01-02 10:00:00,0.6621755996886183,0.5000000000000003,0.6605768835,0.0
2018-01-02 11:00:00,0.6044771497511188,0.4999999999999987,0.66338312725,0.0
2018-01-02 12:00:00,0.7074760187938814,0.0,0.6616558395,0.0
2018-01-02 13:00:00,0.6959917465438814,0.0,0.661663933,0.0
2018-01-02 14:00:00,0.6884042717938815,0.0,0.6559211065,0.0
2018-01-02 15:00:00,0.5420413186886183,0.5,0.6474688005,0.0
2018-01-02 16:00:00,0.5393781811261184,0.5,0.63982589125,0.0
2018-01-02 17:00:00,0.5224859825636183,0.5,0.6363883690000001,0.0
2018-01-02 18:00:00,0.38748483858335514,1.0,0.6282605695,0.0
2018-01-02 19:00:00,0.39631806658335506,1.0,0.62826762,0.0
2018-01-02 20:00:00,0.41514913402085507,1.0,0.61975396125,0.0
2018-01-02 21:00:00,0.4523513705833552,1.0,0.612290291,0.0
2018-01-02 22:00:00,0.507481247833355,1.0,0.608839538,0.0
2018-01-02 23:00:00,0.5321283543958552,1.0,0.59582155625,0.0
2018-01-03 00:00:00,0.550275407020855,1.0,0.58938096175,0.0
2018-01-03 01:00:00,0.556990482458355,1.0,0.591025711,0.0
2018-01-03 02:00:00,0.5679052798333551,1.0,0.5866108535,0.0
2018-01-03 03:00:00,0.5735807035833552,1.0,0.583482824,0.0
2018-01-03 04:00:00,0.5814305575833553,1.0,0.583482824,0.0
2018-01-03 05:00:00,0.5807769148333551,1.0,0.5766104575,0.0
2018-01-03 06:00:00,0.673914671708355,1.0,0.565508319,0.0
2018-01-03 07:00:00,0.7268819848333549,1.0,0.5733624260000001,0.0
2018-01-03 08:00:00,0.7353041157083551,1.0,0.594416519,0.0
2018-01-03 09:00:00,0.701060896708355,1.0,0.6142528745,0.0
2018-01-03 10:00:00,0.635720755958355,1.0,0.628926109,0.0
2018-01-03 11:00:00,0.555285224520855,1.0,0.64189754025,0.0
2018-01-03 12:00:00,0.4872119623333551,1.0,0.6447085765,0.0
2018-01-03 13:00:00,0.4804952512708551,1.0,0.64144994025,0.0
2018-01-03 14:00:00,0.46362861133335515,1.0,0.6380626035,0.0
2018-01-03 15:00:00,0.46076858258335507,1.0,0.6355918505,0.0
2018-01-03 16:00:00,0.4546983260833551,1.0,0.6322609405,0.0
2018-01-03 17:00:00,0.4282205907708551,1.0,0.6328403622500001,0.0
2018-01-03 18:00:00,0.4229503609583551,1.0,0.635439828,0.0
2018-01-03 19:00:00,0.4200823712708551,1.0,0.63792329625,0.0
2018-01-03 20:00:00,0.42244179777085517,1.0,0.64173983975,0.0
2018-01-03 21:00:00,0.4356410335833551,1.0,0.6441128195,0.0
2018-01-03 22:00:00,0.46960356420835514,1.0,0.646051309,0.0
2018-01-03 23:00:00,0.46541794345835513,1.0,0.6463507070000001,0.0
2018-01-04 00:00:00,0.4168667589583551,1.0,0.646051309,0.0
2018-01-04 01:00:00,0.39520473008335516,1.0,0.646799804,0.0
2018-01-04 02:00:00,0.38894104464585516,1.0,0.64770259525,0.0
2018-01-04 03:00:00,0.3958725520208551,1.0,0.6474077837500001,0.0
2018-01-04 04:00:00,0.40997954133335507,1.0,0.6448562535,0.0
2018-01-04 05:00:00,0.45927354458335523,1.0,0.6465019359999998,0.0
2018-01-04 06:00:00,0.5439655895833552,1.0,0.6462081165,0.0
2018-01-04 07:00:00,0.5374541658333553,1.0,0.643219184,0.0
2018-01-04 08:00:00,0.5430668245833551,1.0,0.6436652445,0.0
2018-01-04 09:00:00,0.5345662062083552,1.0,0.6453053504999999,0.0
2018-01-04 10:00:00,0.49977207414585517,1.0,0.64770259525,0.0
2018-01-04 11:00:00,0.6207966569386183,0.4999999999999999,0.649660956,0.0
2018-01-04 12:00:00,0.5731173819386184,0.5000000000000002,0.650417137,0.0
2018-01-04 13:00:00,0.5475330535636183,0.5,0.6499634285,0.0
2018-01-04 14:00:00,0.5478610843136185,0.4999999999999999,0.649660956,0.0
